name,gender,attribute,id
Hutaosa,die,diktatorisch,
Hylda,die,sinnenfroh,
Hylde,die,verwerflich,
Hyldeiard,die,quälerisch,
Hyolent,die,bedauerlich,
Hypsipyle,die,ernst,
Hyrmina,die,schwer,
Hysode,die,entschlossen,
Hyssmaye,die,gemeinschaftsfeindlich,
Iaera,die,bedenklich,
Iaione,die,kannibalisch,
Ianeira,die,bedrohlich,
Ianessa,die,kompromisslos,
Ianthe,die,fürchterlich,
Ianuaria,die,eingeschlafen,
Ibabe,die,ekelhaft,
Ibane,die,grantig,
Ibernalo,die,leidvoll,
Ibone,die,mörderisch,
Ida,die,apodiktisch,
Idasgarda,die,übel,
Ide,die,borstig,
Idemay,die,fürchterlich,
Ideny,die,erschröcklich,
Ideslef,die,verstimmt,
Idesuuif,die,ungeheuer,
Ideswif,die,bitterlich,
Idisiardis,die,missgelaunt,
Idoia,die,benommen,
Idoibaltzaga,die,eiskalt,
Idone,die,unwillig,
Idonia,die,energisch,
Idony,die,eisern,
Idurre,die,gleichgültig,
Iera,die,besorgniserregend,
Igaratza,die,ungerührt,
Igone,die,verärgert,
Igotz,die,gramvoll,
Ihintza,die,verflucht,
Ikerne,die,barsch,
Ikomar,die,grell,
Ikuska,die,menschenfeindlich,
Ilaria,die,ernst,
Ilazkie,die,gewissenlos,
Ilene,die,unsanft,
Ilia,die,dornig,
Iligardia,die,satanisch,
Illaria,die,gefühlskalt,
Iloz,die,mörderisch,
Imagantia,die,schaudervoll,
Imaigne,die,handgreiflich,
Imania,die,mörderisch,
Imanie,die,sarkastisch,
Imayn,die,übellaunig,
Imayne,die,krude,
Imblen,die,gefühlsarm,
Imedia,die,bitter,
Imelda,die,unerhört,
Imeyna,die,schröcklich,
Imicina,die,unangenehm,
Imma,die,beunruhigend,
Imme,die,misanthropisch,
Immine,die,gramvoll,
Imte,die,grob,
Imyne,die,unmanierlich,
Infe,die,schauderbar,
Ingaret,die,lebhaft,
Ingaretta,die,ungerührt,
Ingela,die,ausschweifend,
Ingelswindis,die,unwillig,
Ingeltrude,die,zornig,
Ingeltrudis,die,verächtlich,
Ingeluuara,die,rüde,
Ingelwara,die,gehörig,
Ingerith,die,unfreundlich,
Ingrede,die,gewaltig,
Inmaculada,die,eiskalt,
Ino,die,unnachgiebig,
Ioar,die,abweisend,
Iodberta,die,indigniert,
Iola,die,quälerisch,
Iolanthe,die,unkollegial,
Iole,die,wutschäumend,
Iolitha,die,handfest,
Iomene,die,schlecht gelaunt,
Ione,die,fühlbar,
Ionna,die,gewalttätig,
Ionnia,die,bitterkalt,
Ionnina,die,unkultiviert,
Iphianassa,die,heikel,
Iphigenia,die,wutschnaubend,
Iphimedeia,die,hundekalt,
Iphis,die,horrend,
Iphitheme,die,skrupellos,
Ipuza,die,eingeschlafen,
Iragarte,die,despotisch,
Iraia,die,infernalisch,
Irakusne,die,gravierend,
Irantzu,die,terribel,
Irati,die,albtraumhaft,
Iratxe,die,soldatisch,
Irene,die,ungehalten,
Iriberri,die,entschieden,
Iride,die,erbost,
Irihapeti,die,barsch,
Iris,die,bejammernswert,
Iristain,die,ungeschliffen,
Iriuela,die,hartherzig,
Irmele,die,schwierig,
Irmengard,die,fühlbar,
Irmenhild,die,abgestumpft,
Irmenlind,die,dornenreich,
Irua,die,straff,
Irune,die,intensiv,
Iruri,die,indigniert,
Irutxeta,die,unangenehm,
Isa,die,heftig,
Isadora,die,dornenvoll,
Isamaya,die,vehement,
Isard,die,gefühlsarm,
Isasi,die,gallig,
Isata,die,entschlossen,
Isaut,die,achtlos,
Isburch,die,lüstern,
Iseldis,die,hartherzig,
Iselota,die,fühlbar,
Isemay,die,reserviert,
Isemeine,die,mürrisch,
Iseuda,die,hemmungslos,
Iseult,die,schlimm,
Iseut,die,labil,
Ismanna,die,soldatisch,
Ismeina,die,hochnäsig,
Ismena,die,unheilvoll,
Ismene,die,grimmig,
Ismenia,die,schröcklich,
Ismey,die,gefühllos,
Isold,die,grässlich,
Isolde,die,erbarmungslos,
Isolt,die,ungerecht,
Isot,die,stark,
Isota,die,kompakt,
Isott,die,eng,
Isotta,die,tödlich,
Isouda,die,bitterkalt,
Issa,die,bedenkenlos,
Issat,die,ungehobelt,
Isurieta,die,peinigend,
Isylte,die,unsentimental,
Italia,die,leidvoll,
Italica,die,hässlich,
Itoiz,die,energisch,
Itsasne,die,unkollegial,
Itsaso,die,erschröcklich,
Iturrieta,die,arg,
Iturrisantu,die,verneinend,
Itxaro,die,seelenlos,
Itxaso,die,eingeschlafen,
Itzal,die,bewusstlos,
Itzia,die,unbewegt,
Itziar,die,bedrohend,
Iuetta,die,grobsinnlich,
Iuette,die,viehisch,
Iuliana,die,gewissenlos,
Iuotte,die,ekelhaft,
Iurre,die,grauenvoll,
Iustina,die,rüpelhaft,
Ivetta,die,gravierend,
Ivette,die,grantig,
Ixone,die,erbarmungslos,
Izaga,die,kaltschnäuzig,
Izar,die,drastisch,
Izaro,die,schauderbar,
Izaskun,die,taub,
Izazkun,die,bitterlich,
Izett,die,griesgrämig,
Izorne,die,beachtlich,
Izot,die,unpassend,
Jacotte,die,verärgert,
Jaione,die,skrupellos,
Jantje,die,empfindlich,
Jasone,die,falsch,
Jauregi,die,außerordentlich,
Jehanne,die,beklemmend,
Jeike,die,grauenvoll,
Jeliana,die,leidenschaftslos,
Jellfte,die,brüsk,
Jelyan,die,stumpf,
Jenefer,die,dornenvoll,
Jeneuer,die,unbeteiligt,
Jenningtje,die,beklemmend,
Jeromia,die,interesselos,
Jervaise,die,teuflisch,
Jesmaine,die,unpassend,
Jesmond,die,griesgrämig,
Jessamine,die,eiskalt,
Jessimond,die,gemütlos,
Jesusa,die,katastrophal,
Jezebel,die,wollüstig,
Jilfte,die,gespenstisch,
Jill,die,steinern,
Jismond,die,sadistisch,
Jivete,die,rücksichtslos,
Joana,die,rüde,
Joanna,die,wollüstig,
Jocasta,die,blutdürstig,
Jocea,die,lüstern,
Jocey,die,hartherzig,
Jocosa,die,unwillig,
Jodoca,die,lieblos,
Johi,die,unfreundlich,
Joia,die,beunruhigend,
Joie,die,brüsk,
Joiha,die,grauenerregend,
Jokie,die,schlimm,
Joleicia,die,schmerzhaft,
Jolenta,die,irrsinnig,
Jolicia,die,ruppig,
Jone,die,widrig,
Jordan,die,arg,
Josebe,die,scharf,
Josephine,die,schreckbar,
Josiane,die,außergewöhnlich,
Josina,die,schreckbar,
Josse,die,viehisch,
Jossy,die,schmerzhaft,
Josune,die,bitter,
Jourdenete,die,missgelaunt,
Joveta,die,ätzend,
Joxepa,die,schmerzlich,
Joya,die,arg,
Joye,die,skandalös,
Joyeuse,die,herb,
Joyse,die,unmenschlich,
Judda,die,erzürnt,
Juelina,die,schlecht gelaunt,
Juet,die,gnadenlos,
Juete,die,krude,
Juetta,die,ernst,
Jugatx,die,gefühllos,
Juheta,die,kühl,
Juhota,die,abgründig,
Juicea,die,sinnenfroh,
Juicia,die,libidinös,
Julene,die,harsch,
Julian,die,stark,
Juliana,die,unmanierlich,
Juliane,die,erbost,
Julie,die,ungehalten,
Julienne,die,ungeschliffen,
Juliet,die,ungehörig,
Juliote,die,wütend,
Julitta,die,tierisch,
Julyan,die,schreckenerregend,
June,die,betrüblich,
Jurdana,die,rüpelhaft,
Jurre,die,ungenießbar,
Justina,die,erbarmungslos,
Juwete,die,peinigend,
Juye,die,hemmungslos,
Kaithren,die,grobschlächtig,
Kalare,die,dumm,
Kallisto,die,mitleidslos,
Kallixeina,die,beklemmend,
Kalotte,die,unliebsam,
Karin,die,eingeschlafen,
Karine,die,sarkastisch,
Karitate,die,autoritär,
Karmele,die,beklemmend,
Kassandra,die,schlecht gelaunt,
Kat,die,falsch,
Katalin,die,ungeschliffen,
Katana,die,fanatisch,
Kate,die,übellaunig,
Katelin,die,reserviert,
Katelina,die,unnachsichtig,
Kateline,die,herrisch,
Katerin,die,animalisch,
Katerina,die,beachtlich,
Katerine,die,labil,
Katering,die,betrüblich,
Kateryn,die,gewichtig,
Kateryna,die,strikt,
Kateryne,die,wutschäumend,
Katharina,die,abweisend,
Katharine,die,stark,
Katherin,die,rüde,
Katherine,die,tierisch,
Katherne,die,ungesittet,
Katheryn,die,rücksichtslos,
Katheryne,die,disziplinarisch,
Kathren,die,gräulich,
Kathrine,die,eng,
Katina,die,traurig,
Katixa,die,bitter,
Katja,die,teuflisch,
Katrina,die,eisenhart,
Katrine,die,flegelhaft,
Katring,die,kaltblütig,
Katryne,die,wollüstig,
Kattalin,die,gewaltsam,
Katte,die,schauervoll,
Kea,die,reserviert,
Keina,die,unbeschreiblich,
Kemma,die,widersprüchlich,
Kephissa,die,schief,
Kharmion,die,empfindlich,
Khlöe,die,unzivilisiert,
Khloris,die,unmanierlich,
Kiena,die,herzlos,
Kiles,die,bewusstlos,
Kima,die,stark,
Kimbery,die,furchterregend,
Kinborough,die,blutig,
Kinburga,die,leidenschaftslos,
Kineburga,die,empört,
Kinna,die,einschneidend,
Kistie,die,brummig,
Kitt,die,barsch,
Kitty,die,empfindlich,
Kizkitza,die,furchtbar,
Kizzy,die,totalitär,
Kleio,die,ungut,
Kleopatra,die,herzzerreißend,
Klymene,die,eng,
Klytemnestra,die,flegelhaft,
Knellste,die,gewaltig,
Kodes,die,schmerzhaft,
Koldobike,die,flegelhaft,
Kontxesi,die,empört,
Kontzeziona,die,gemütlos,
Kordel,die,ungerührt,
Kordula,die,unbeeindruckt,
Koré,die,drakonisch,
Koritto,die,tätlich,
Koru,die,tätlich,
Krabelin,die,makaber,
Kriemhild,die,wütend,
Kungund,die,ekelhaft,
Kuni,die,greislich,
Kupe,die,massiv,
Kupie,die,mörderisch,
Kydilla,die,tätlich,
Kymme,die,dämonisch,
Kyneburg,die,bitter,
Kynna,die,widerlich,
Kynthia,die,beklemmend,
Kypris,die,grausig,
Kyra,die,grauenhaft,
Kytte,die,erbittert,
Labda,die,infernalisch,
Labinia,die,verdammt,
Ladina,die,dornig,
Laetitia,die,greulich,
Lagliua,die,flegelhaft,
Laguia,die,greislich,
Laguntzane,die,ungehörig,
Laida,die,unempfänglich,
Lais,die,menschenfeindlich,
Lalage,die,verhängnisvoll,
Lall,die,herzlos,
Lally,die,knallhart,
Lamia,die,wutschäumend,
Lamiaran,die,unnahbar,
Lamindao,die,rigoros,
Lamke,die,gewaltsam,
Lampetie,die,harsch,
Lampito,die,traurig,
Landa,die,heftig,
Landburuga,die,kränkend,
Landerra,die,ärgerlich,
Landgarda,die,schlimm,
Landrada,die,dornig,
Langhuie,die,diabolisch,
Langiva,die,herb,
Langlaua,die,gruselig,
Langlif,die,gefühlskalt,
Lanike,die,bejammernswert,
Lanthildis,die,unpassend,
Lantuuara,die,rau,
Laodameia,die,inhuman,
Laodamia,die,betäubt,
Laodice,die,schonungslos,
Laothoe,die,schmerzhaft,
Larraintzar,die,unheilvoll,
Larraitz,die,stark,
Larrara,die,stumpf,
Larrauri,die,sarkastisch,
Larraza,die,schauderhaft,
Lasagain,die,handfest,
Lasarte,die,grob,
Lasthena,die,engstirnig,
Latona,die,zornig,
Latsari,die,hundekalt,
Latxe,die,übel,
Laua,die,dumm,
Laura,die,unempfänglich,
Laurana,die,griesgrämig,
Laurente,die,triebhaft,
Laurentia,die,ungeschliffen,
Laureola,die,wutentbrannt,
Lauretia,die,erschreckend,
Lauretta,die,infernal,
Lavena,die,gereizt,
Lavin,die,frostklirrend,
Lavina,die,flegelhaft,
Lebdrudis,die,ungehörig,
Lece,die,unempfänglich,
Lecelin,die,traurig,
Lecelina,die,schmerzhaft,
Lecenta,die,rabiat,
Lecia,die,barbarisch,
Lecie,die,falsch,
Leda,die,ärgerlich,
Leddinga,die,ungut,
Lede,die,gemein,
Lefchild,die,gruselig,
Leffeda,die,mürrisch,
Leffquen,die,seelenlos,
Lefled,die,schonungslos,
Lefleda,die,gemein,
Lefquen,die,entschieden,
Lefquena,die,gefühlsarm,
Lefquene,die,intensiv,
Lefquenn,die,despotisch,
Lefqwen,die,herb,
Lefwen,die,mitleidslos,
Lefwenna,die,verhängnisvoll,
Legarda,die,verletzend,
Legarra,die,albtraumhaft,
Legendika,die,grauenhaft,
Legundia,die,roh,
Leioar,die,eisig,
Leire,die,skrupellos,
Leitz,die,stumpfsinnig,
Lekaretxe,die,gewaltsam,
Lena,die,gereizt,
Leocadia,die,leidenschaftslos,
Leofwena,die,tyrannisch,
Leogife,die,höllisch,
Leolina,die,indigniert,
Leonina,die,mitleidlos,
Leontia,die,erschrecklich,
Leorin,die,medusisch,
Lerate,die,frostig,
Lerden,die,erzürnt,
Letasu,die,abscheuerregend,
Lete,die,ungerührt,
Letia,die,inhuman,
Letice,die,unliebsam,
Leticia,die,rücksichtslos,
Leto,die,stumpf,
Letoys,die,gruslig,
Letselina,die,ungerührt,
Lett,die,unliebenswürdig,
Lette,die,gestählt,
Lettice,die,betäubt,
Lettie,die,widrig,
Letty,die,sündig,
Letyce,die,graus,
Leucothea,die,destruktiv,
Leucothoë,die,unnahbar,
Leueiua,die,schauervoll,
Leuekin,die,haarsträubend,
Leuerun,die,arg,
Leueua,die,ungerührt,
Leueue,die,entsetzenerregend,
Leuieua,die,entsetzlich,
Leuild,die,schauervoll,
Leuiua,die,zornig,
Leurona,die,straff,
Leurun,die,grantig,
Leuruna,die,inhuman,
Leuuich,die,mitleidlos,
Leveva,die,entschieden,
Lewana,die,gewissenlos,
Lewen,die,harsch,
Lewena,die,teuflisch,
Lexuri,die,misanthropisch,
Lezaeta,die,frech,
Lezana,die,widersprüchlich,
Lezeta,die,lächelnd,
Lia,die,apathisch,
Liana,die,despotisch,
Liaueld,die,frostklirrend,
Libourc,die,drastisch,
Licia,die,fanatisch,
Lictina,die,ärgerlich,
Lide,die,gruselig,
Lidiardis,die,rau,
Liecia,die,unwillig,
Liedrada,die,martervoll,
Liefhun,die,schwierig,
Lieftet,die,krude,
Lientje,die,ungerecht,
Liepmayt,die,gefühlskalt,
Lierni,die,außerordentlich,
Lieste,die,bitterkalt,
Lietgarda,die,tyrannisch,
Lietgardis,die,hartherzig,
Lietuuif,die,brutal,
Lieuuara,die,dornenreich,
Liffild,die,harsch,
Lifgarda,die,abscheulich,
Ligarda,die,hässlich,
Lige,die,bewusstlos,
Lili,die,unnachgiebig,
Lilura,die,rüde,
Limnoreia,die,grimmig,
Lina,die,arg,
Linda,die,viehisch,
Lindi,die,soldatisch,
Linet,die,bedenkenlos,
Linette,die,brüsk,
Linnet,die,missgelaunt,
Linniue,die,widrig,
Linota,die,abgestumpft,
Linyeve,die,unbeeindruckt,
Linyive,die,rabiat,
Liobgytha,die,intensiv,
Liobsynde,die,unbeherrscht,
Liodburga,die,abschreckend,
Liodgard,die,wirksam,
Liodrada,die,dumm,
Lion,die,unrecht,
Lioness,die,unerhört,
Lirain,die,flegelhaft,
Lisia,die,tödlich,
Litburh,die,grauslich,
Litgardis,die,primitiv,
Litiardis,die,schonungslos,
Liuete,die,bissig,
Liueua,die,plump,
Liuilda,die,unwillig,
Liuitha,die,temperamentlos,
Liuiua,die,kalt,
Liutgarde,die,bestimmt,
Livid,die,zornig,
Livith,die,grauenhaft,
Lizarazu,die,vehement,
Lohitzune,die,ungerecht,
Loinaz,die,unpassend,
Lois,die,dumpf,
Lootje,die,rau,
Lopene,die,inhuman,
Lora,die,menschenfeindlich,
Lore,die,leidvoll,
Lorella,die,rau,
Lorencete,die,schwierig,
Loreta,die,kaltherzig,
Lorete,die,disziplinarisch,
Loretta,die,lächelnd,
Lorie,die,erschrecklich,
Lota,die,erbittert,
Louisa,die,bestialisch,
Louve,die,barbarisch,
Loverun,die,traurig,
Loza,die,niederträchtig,
Lubias,die,rüpelhaft,
Lubje,die,wutschäumend,
Lubke,die,ausschweifend,
Lucardis,die,ungerührt,
Luce,die,gemütsarm,
Lucete,die,unmenschlich,
Lucette,die,kannibalisch,
Lucey,die,frech,
Luciana,die,traurig,
Lucie,die,frech,
Lucina,die,ungerührt,
Lucque,die,unrecht,
Lucy,die,hingabefähig,
Luffechild,die,griesgrämig,
Lugardis,die,wirksam,
Luilda,die,furchterregend,
Luixa,die,viehisch,
Lukene,die,drastisch,
Lumka,die,quälend,
Lumke,die,mitleidslos,
Luned,die,kummervoll,
Lunet,die,plump,
Lunete,die,entschlossen,
Lur,die,barsch,
Lutisse,die,handgreiflich,
Luuechild,die,eng,
Lynette,die,gefühllos,
Lyneue,die,unnachgiebig,
Lyonnete,die,unsentimental,
Lype,die,lebhaft,
Lyra,die,autoritär,
Lyse,die,verabscheuenswürdig,
Lyveva,die,bitterlich,
Maarrieta,die,diabolisch,
Mab,die,besorgniserregend,
Mabbe,die,unmanierlich,
Mabel,die,drakonisch,
Mabell,die,brüsk,
Mabella,die,schaudervoll,
Mabet,die,schonungslos,
Mabil,die,gefühlskalt,
Mabila,die,mitleidlos,
Mabile,die,diktatorisch,
Mabileite,die,eisenfest,
Mabilete,die,autoritär,
Mabiley,die,bestimmt,
Mabilia,die,erschrecklich,
Mabilie,die,fest,
Mabill,die,abschreckend,
Mabilla,die,gewissenlos,
Mabillae,die,abschreckend,
Mabillia,die,grob,
Mabin,die,blutig,
Mable,die,gefühllos,
Mabley,die,strikt,
Mably,die,mörderisch,
Mabot,die,inhuman,
Mabota,die,unerbittlich,
Mabs,die,gewalttätig,
Mabyle,die,erbarmungslos,
Macedonia,die,bewusstlos,
Machtildis,die,schaudervoll,
Mactilda,die,gemütsarm,
Mactildis,die,steinern,
Madelgarde,die,geladen,
Madelrada,die,mörderisch,
Madge,die,abgestumpft,
Madhalberta,die,ungehörig,
Maeonia,die,erzürnt,
Maera,die,bedenklich,
Maerwynn,die,bitterlich,
Mag,die,dornig,
Mage,die,übellaunig,
Magg,die,menschenfeindlich,
Magge,die,fanatisch,
Maggie,die,mitleidslos,
Maggot,die,aggressiv,
Maggote,die,tierisch,
Maghenyld,die,dickfellig,
Maghtild,die,infernal,
Magot,die,engherzig,
Magota,die,rabiat,
Magote,die,kompromisslos,
Magott,die,rau,
Magthildis,die,bissig,
Magtildis,die,aggressiv,
Magy,die,gruslig,
Mahald,die,ungerührt,
Mahalt,die,unwahr,
Mahats,die,tätlich,
Mahaud,die,animalisch,
Mahault,die,roh,
Mahaut,die,herrisch,
Mahenyld,die,leidvoll,
Maheut,die,empfindlich,
Mahhild,die,steinern,
Mahina,die,erbittert,
Mahthild,die,kaltschnäuzig,
Mahthildis,die,kaltherzig,
Maia,die,erschröcklich,
Maialen,die,verstimmt,
Maiandria,die,betrüblich,
Maider,die,unheimlich,
Maike,die,heikel,
Maiken,die,terribel,
Mairangi,die,übellaunig,
Mairenni,die,egoistisch,
Maisie,die,despotisch,
Maitagarri,die,schauerlich,
Maitane,die,schwierig,
Maite,die,unrecht,
Maiteder,die,unempfindlich,
Maitena,die,ungut,
Makatza,die,schaudererregend,
Malasintha,die,bestimmt,
Malasuintha,die,herzzerreißend,
Maldea,die,destruktiv,
Malen,die,graus,
Manel,die,ungehobelt,
Maneld,die,heillos,
Mania,die,energisch,
Manild,die,greulich,
Manna,die,gravierend,
Mantzia,die,kalt,
Map,die,unsentimental,
Marabel,die,lieblos,
Marama,die,böse,
Margar,die,sadistisch,
Margaret,die,tyrannisch,
Margareta,die,grausam,
Margarete,die,blutdürstig,
Margarett,die,unzivilisiert,
Margarette,die,niederträchtig,
Margaria,die,katastrophal,
Margarit,die,angsterregend,
Margarita,die,gewaltig,
Margat,die,animalisch,
Margeria,die,grässlich,
Margerie,die,schnöde,
Margerye,die,ungehobelt,
Marget,die,sadistisch,
Margetta,die,blutig,
Margoret,die,ungehobelt,
Margot,die,ungerecht,
Margrat,die,tätlich,
Margreit,die,fürchterlich,
Margret,die,barbarisch,
Margriet,die,verwerflich,
Margue,die,benommen,
Marguerin,die,außergewöhnlich,
Marguerite,die,gewichtig,
Margueritte,die,derb,
Marguerot,die,abscheuerregend,
Margyt,die,ekelhaft,
Mari,die,dumpf,
Maria,die,brüsk,
Mariaka,die,makaber,
Maribella,die,blutig,
Marider,die,sarkastisch,
Marilena,die,schrecklich,
Mariora,die,kühl,
Mariorie,die,energisch,
Mariory,die,infernalisch,
Maritxu,die,gefühllos,
Marjer,die,unwahr,
Marjeria,die,grauenhaft,
Marjoria,die,unnachgiebig,
Marjorie,die,saukalt,
Marjory,die,unerbittlich,
Markaret,die,schaudererregend,
Markuuara,die,grässlich,
Marlies,die,übel,
Maronne,die,entsetzlich,
Marozia,die,wutentbrannt,
Marpessa,die,empfindlich,
Marquise,die,ärgerlich,
Marrory,die,abweisend,
Marsilia,die,steinern,
Martha,die,grauenhaft,
Martie,die,energisch,
Martine,die,zornig,
Martixa,die,egoistisch,
Martxelie,die,unsentimental,
Mary,die,rigoristisch,
Maryell,die,ärgerlich,
Masawa,die,böse,
Masticana,die,zornig,
Matasuntha,die,bestialisch,
Mathe,die,bitterlich,
Matheld,die,kühl,
Mathena,die,schauervoll,
Mathila,die,dornenvoll,
Mathild,die,mörderisch,
Mathildis,die,grobsinnlich,
Matild,die,ungehalten,
Matilde,die,drakonisch,
Matildis,die,herb,
Matill,die,mitleidslos,
Matilldis,die,triebhaft,
Matillis,die,brummig,
Mattie,die,unselig,
Matty,die,unlieb,
Matxalen,die,unnachsichtig,
Maud,die,geladen,
Maude,die,kaltherzig,
Maughtild,die,unbarmherzig,
Mauld,die,katastrophal,
Maura,die,abscheulich,
Mauriana,die,schauererregend,
Maut,die,grobsinnlich,
Mautild,die,unliebsam,
Mawd,die,gallig,
Mawde,die,schlagend,
Mawt,die,gespenstisch,
Maxencia,die,irrsinnig,
Maximina,die,grobschlächtig,
Maynild,die,gewalttätig,
Maysant,die,streng,
Maysaunt,die,harsch,
Mazelina,die,zornig,
Meaka,die,widerlich,
Mechtild,die,ausschweifend,
Meckil,die,kompakt,
Medea,die,eisern,
Medesicaste,die,gewichtig,
Meemte,die,schief,
Meg,die,sündig,
Megaera,die,übelgelaunt,
Megara,die,handgreiflich,
Megare,die,furchterregend,
Megaris,die,greulich,
Mege,die,herrisch,
Megenberta,die,gramvoll,
Megendrod,die,heillos,
Megenhelda,die,brummig,
Megenlind,die,unerträglich,
Megenlioba,die,entsetzlich,
Megensind,die,schwer,
Megensinda,die,leidig,
Megenuuara,die,benommen,
Megethia,die,ruppig,
Megge,die,unbeschreiblich,
Meggot,die,angsteinflößend,
Megy,die,herzzerreißend,
Mehenilda,die,ungenießbar,
Meifte,die,verstimmt,
Meinburg,die,kalt,
Meinnelda,die,rücksichtslos,
Meinsent,die,beängstigend,
Meinswindis,die,plump,
Meisent,die,eingeschlafen,
Meite,die,fürchterlich,
Melania,die,ungeschliffen,
Melanie,die,schreckenerregend,
Melantho,die,entschieden,
Meldred,die,unartig,
Melicent,die,einschneidend,
Melisant,die,schlimm,
Melisenda,die,diabolisch,
Melisent,die,unfreundlich,
Melisentia,die,unbeherrscht,
Melissa,die,irrsinnig,
Melissent,die,mitleidlos,
Melita,die,gewichtig,
Melite,die,entsetzlich,
Melodia,die,greislich,
Melodie,die,brüsk,
Melusine,die,abscheuerregend,
Menborch,die,vehement,
Mendi,die,unzivilisiert,
Mendia,die,kaltherzig,
Mendiete,die,furchtbar,
Mendigaa,die,unnahbar,
Menelaia,die,unbewegt,
Menga,die,tyrannisch,
Mengarde,die,sarkastisch,
Menica,die,erschröcklich,
Menosa,die,dumm,
Mentzia,die,übellaunig,
Meraud,die,grauslich,
Mere,die,übelgelaunt,
Merewen,die,plump,
Merewina,die,achtlos,
Merget,die,dornig,
Mergret,die,angsteinflößend,
Merhild,die,engherzig,
Meriall,die,destruktiv,
Meriel,die,rigoros,
Merilda,die,gewichtig,
Merope,die,gewaltig,
Merwenna,die,libidinös,
Meryall,die,bestimmt,
Meryld,die,bitterlich,
Methdin,die,falsch,
Methild,die,tödlich,
Methildis,die,grauenhaft,
Metis,die,interesselos,
Metriche,die,unrecht,
Metylda,die,gruslig,
Michaela,die,disziplinarisch,
Michièle,die,diktatorisch,
Mientje,die,indigniert,
Mikele,die,kränkend,
Milagros,die,grausam,
Milborough,die,unlieb,
Milbrer,die,schlimm,
Milburegh,die,brüsk,
Milburew,die,derb,
Milburga,die,tyrannisch,
Milburh,die,unbeteiligt,
Milbury,die,gemein,
Milcentia,die,beunruhigend,
Mildthryth,die,unbewegt,
Milesent,die,quälerisch,
Milessent,die,eisenfest,
Milia,die,bitter,
Milicent,die,unkollegial,
Milicenta,die,abscheulich,
Milisandia,die,schreckbar,
Milisant,die,sinnenfroh,
Milisendis,die,unangenehm,
Milisent,die,ungeheuer,
Milla,die,sündig,
Mille,die,geladen,
Millesant,die,schwierig,
Millesenta,die,flegelhaft,
Milo,die,übermäßig,
Milto,die,katastrophal,
Mina,die,unhöflich,
Minervina,die,dornenvoll,
Miniain,die,gespenstisch,
Minicea,die,derb,
Minna,die,schonungslos,
Minnota,die,kummervoll,
Mique,die,missgelaunt,
Mira,die,fanatisch,
Mirabell,die,traurig,
Mirabella,die,außergewöhnlich,
Mirabelle,die,unselig,
Mirabilis,die,unheimlich,
Mirabillla,die,eisenfest,
Mirable,die,taktlos,
Mirari,die,plump,
Mirella,die,schwer,
Miren,die,misslich,
Mirentxu,die,diabolisch,
Miriald,die,schlecht gelaunt,
Miriel,die,bedrohlich,
Miriela,die,schief,
Mirield,die,beklagenswert,
Mirielda,die,ungehorsam,
Mirielis,die,strikt,
Miriella,die,steinern,
Miriild,die,medusisch,
Mirils,die,unkollegial,
Missa,die,widersprüchlich,
Mitri,die,unselig,
Mitxoleta,die,grässlich,
Moder,die,kaltschnäuzig,
Moderte,die,eisenhart,
Modesty,die,seelenlos,
Moe,die,handgreiflich,
Mog,die,beklemmend,
Mogg,die,libidinös,
Mogge,die,hartherzig,
Mogota,die,diabolisch,
Mohaut,die,unsentimental,
Molara,die,unbeteiligt,
Mold,die,schmerzhaft,
Molde,die,unerhört,
Molora,die,unliebenswürdig,
Molpadia,die,ärgerlich,
Molt,die,gefühlskalt,
Monette,die,flegelhaft,
Monima,die,reserviert,
Monime,die,erbost,
Monlora,die,gefühlskalt,
Montagne,die,herb,
Moolde,die,schaudererregend,
Mopp,die,herrisch,
Moppe,die,verärgert,
Moschia,die,unbarmherzig,
Mott,die,tierisch,
Motte,die,ungestüm,
Moude,die,totalitär,
Moulde,die,herrisch,
Moysant,die,horrend,
Moysent,die,ausschweifend,
Munia,die,kalt,
Muno,die,blutdürstig,
Munondoa,die,eisenfest,
Muntsaratz,die,arg,
Murgindueta,die,vehement,
Murie,die,plump,
Muriel,die,ernst,
Muriele,die,scheußlich,
Muriella,die,teilnahmslos,
Murienne,die,peinigend,
Murina,die,satanisch,
Muruzabal,die,gleichgültig,
Muskilda,die,verhängnisvoll,
Muskoa,die,unerhört,
Muxika,die,gräulich,
Mydrede,die,verneinend,
Mykale,die,schreckenerregend,
Mylecent,die,lieblos,
Mylisant,die,erschröcklich,
Mylla,die,roh,
Mylle,die,diabolisch,
Myrine,die,energisch,
NameColumns">
,die,unnachsichtig,
Nabarne,die,massiv,
Nabarra,die,grell,
Nafarroa,die,unangenehm,
Nagore,die,primitiv,
Nahikari,die,wütend,
Naiara,die,unmenschlich,
Nane,die,schaudervoll,
Nantechildis,die,leidenschaftslos,
Naroa,die,taub,
Natividad,die,verstimmt,
Nausicaa,die,dumm,
Nazubal,die,achtlos,
Neaera,die,verhängnisvoll,
Negu,die,despotisch,
Nekane,die,verroht,
Nell,die,ungehorsam,
Nellie,die,bedenklich,
Nelly,die,schnöde,
Nemerte,die,verletzend,
Nephele,die,mitleidlos,
Nerea,die,dornenreich,
Nereida,die,verärgert,
Nesaea,die,bedrohlich,
Nest,die,fühlbar,
Nesta,die,kompakt,
Ngaio,die,bedenkenlos,
Ngawai,die,schrecklich,
